tempo,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,spectral_centroid,spectral_rolloff,zero_crossing_rate,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast,spectral_bandwidth,spectral_flatness,energy,rms,rms_std,rms_max,rms_min,hnr,genre
[112.34714674],-38.994843,112.03825,-31.817709,38.240677,-6.320669,23.330563,-18.778877,23.932186,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,62.38261,20.82081,13.356637,9.322684,11.998546,7.7926784,8.574718,7.804879,6.9206233,6.4053617,7.1856995,6.6772604,2061.202741434345,4221.307807662539,0.1133968955592105,0.32843524,0.22014993,0.25842753,0.3355627,0.2712411,0.28571406,0.27843636,0.3595281,0.20473178,0.19011518,0.3145781,0.21835206,21.786596718962738,2085.1867465039545,0.0072993627,80.58852,0.23509325,0.08429818,0.39156643,0.013651778,2.8068268,blues
[143.5546875],-177.48735,115.33375,9.963014,54.05621,7.6156197,28.31573,-9.070212,20.05844,-15.0455475,6.2224927,-5.688931,1.3798958,-5.8435063,67.07094,37.215866,26.121534,17.910526,18.185303,13.456534,13.473355,10.587957,12.274004,10.365342,10.455508,11.614005,1613.4333911575957,3470.72901297649,0.0582358534491099,0.17111216,0.23533016,0.22084083,0.25997603,0.39428696,0.19286452,0.2556842,0.1499868,0.19179782,0.30724585,0.18416813,0.3073753,22.557449560648084,1972.259741717321,0.0029686065,25.220974,0.13184188,0.04624496,0.34159854,0.02487689,4.3646774,blues
[151.99908088],-149.97588,93.640755,6.336244,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119005,-0.12590314,-22.20099,5.435663,-7.4677796,33.248043,13.94058,13.134135,9.87239,9.827999,6.243899,7.15745,8.127805,7.441288,8.030063,6.3848066,5.9211693,2013.364449506875,4849.570675309597,0.0753449714589783,0.17928697,0.40959442,0.13916601,0.21115832,0.290727,0.16743506,0.27506107,0.20255877,0.4067654,0.16023235,0.1267682,0.22861658,22.393058828482538,2310.2563469278575,0.0031981077,16.946255,0.11219596,0.022986155,0.21663547,0.057905816,4.530838,blues
[103.359375],-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877674,18.621216,-11.3991165,14.5500555,-6.057422,12.74034,-9.374367,53.91492,20.797628,19.769321,20.19015,14.2785225,11.005672,12.86428,12.1974535,7.5521464,8.861442,8.304399,8.029878,2171.1586190945404,4237.0993788397345,0.1328022959800696,0.26311976,0.30679032,0.3060586,0.33784708,0.2565405,0.2538708,0.30595326,0.29937527,0.38238952,0.24354962,0.18547891,0.1585378,21.655615891225885,1954.1375650549,0.0059420704,41.33184,0.1682663,0.060638648,0.34647748,0.028868886,2.183422,blues
[151.99908088],-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883124,-2.382837,11.688008,1.5453439,3.049367,-7.628483,88.708855,25.920029,28.568796,13.206562,17.741417,15.860204,14.028731,10.623294,10.08331,8.108186,7.890538,7.705474,1443.2688618053005,3069.306440323868,0.0671938491679566,0.3043776,0.19145456,0.25881398,0.16522112,0.21280053,0.22859135,0.24750687,0.5098188,0.26945978,0.17315046,0.14194945,0.16400199,22.66217283362111,1670.239575048377,0.0020191234,16.505156,0.098878264,0.05475379,0.308979,0.0038792272,8.394333,blues
[123.046875],-182.66501,90.68653,14.118146,67.55459,2.6876106,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,47.64554,21.247242,16.351315,13.175603,10.841653,8.112804,12.129936,8.499423,7.7365427,7.6656685,6.6674166,6.515848,1912.443629773089,4776.687782689145,0.0584259505611455,0.15128297,0.22392441,0.23402736,0.40575746,0.2303315,0.24245828,0.2636821,0.30696607,0.37755346,0.24449526,0.28513956,0.14090414,21.420789605244117,2361.3904727614045,0.0032052596,14.806531,0.1025371,0.030762052,0.2020967,0.011235185,4.038657,blues
[63.02400915],-236.38347,161.695,-1.1533346,27.288706,9.581351,20.619045,0.2341277,13.796686,-0.5009198,10.18543,-4.4546185,5.5080886,-3.7167218,88.13068,33.30069,24.679094,10.782705,18.23979,9.509773,8.966528,10.203106,9.497828,9.086421,9.252585,7.5776925,991.1502533354552,1943.2882492018189,0.0360526920472136,0.3348918,0.37614813,0.24898452,0.19248416,0.3797026,0.04329793,0.095211774,0.12360486,0.18590206,0.24425738,0.18664595,0.41135266,20.946460048902036,1396.261954238089,0.0024267752,14.421482,0.09938009,0.03585715,0.25654915,0.029527865,6.2691593,blues
[143.5546875],-180.14874,131.41078,0.573336,43.165672,14.135556,25.621374,-5.315874,12.034328,-13.538714,-1.0941217,-7.614391,2.7180743,0.7742722,67.3817,35.763977,24.182238,16.148726,13.833256,17.366539,14.223758,10.448343,11.988212,9.887791,10.815005,10.403025,1312.3500760815823,2637.734049983069,0.0594164963477167,0.35126704,0.2971088,0.3968141,0.13192007,0.21072921,0.09139988,0.13407533,0.31884304,0.13979879,0.23545778,0.17656411,0.26122528,24.03996949178279,1674.1613162853578,0.00084416044,33.76597,0.15017585,0.05984866,0.38483495,0.016456595,4.589831,blues
[103.359375],-26.955238,107.34024,-46.812206,40.93265,-21.469862,24.816854,-18.947702,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,67.801926,20.89799,14.141559,15.490847,8.555175,7.4328194,9.001291,8.401394,7.7891626,7.705249,6.4421864,8.308714,2116.8942510812685,4195.97462751548,0.1272724730311532,0.23819245,0.2525277,0.40766397,0.24172752,0.33324268,0.27378875,0.26773986,0.35632756,0.16000682,0.17390393,0.18099846,0.29109716,22.658978979084925,1956.5811797368503,0.0054844143,86.56517,0.24817622,0.07354899,0.39189807,0.00882608,2.801154,blues
[135.99917763],-130.58154,139.9749,-1.2707361,39.310425,-6.3536654,19.767845,-11.213425,27.243687,-16.53454,7.0218787,-1.2004069,1.6136363,-6.6290407,48.027115,30.952066,23.148619,13.146507,15.927645,12.0769415,10.476793,11.236386,10.2357435,10.047185,8.440501,12.14737,1388.4454872380973,2754.6166765431503,0.0571474246565402,0.3139159,0.32725182,0.21835516,0.21657243,0.31972334,0.11586441,0.23320882,0.19778599,0.17250098,0.23546296,0.23526965,0.38404086,22.863342052410463,1772.842264510408,0.0015969116,47.9955,0.18706326,0.046427954,0.35439196,0.06927347,3.7808962,blues
[89.10290948],-159.56772,69.78482,-4.3918796,76.851135,3.9159083,45.167534,-4.867353,32.200516,-9.796341,7.8125114,-21.826967,9.682441,-2.5915892,49.402905,15.499966,22.704235,10.563347,10.905474,6.404392,7.6270676,6.715542,8.270694,8.185381,8.5084715,6.372847,2302.0756478879343,5188.535292303599,0.0978644875919117,0.1958299,0.272552,0.1541713,0.2544596,0.25533107,0.25583607,0.31716862,0.22733003,0.22968765,0.2211365,0.25169817,0.2909994,23.417019150885185,2367.7204426147664,0.0038952606,16.586493,0.11095126,0.022970853,0.20632835,0.0632157,5.3672495,blues
[161.49902344],-145.42918,102.859566,-12.542131,56.96205,2.247263,26.607046,-4.2670345,17.337631,-7.9970355,15.232125,-6.937478,7.4603834,-10.468326,68.025696,23.049591,18.82324,16.705215,16.146055,13.806885,13.823071,10.403022,8.964413,9.082201,6.943203,10.203325,1810.9603368829592,3927.2429191660217,0.0754795133513931,0.1774368,0.19147101,0.27833036,0.26370588,0.45382592,0.18819468,0.22566369,0.26611564,0.21474254,0.25737342,0.15611614,0.27141315,23.36513552734204,2052.0430152756703,0.0035324413,28.698524,0.13766219,0.057110447,0.354812,0.022787746,7.782905,blues
[92.28515625],-92.76854,115.340775,-35.060043,57.853596,1.8453195,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.6440945,7.2728615,-10.202147,55.972378,22.854706,20.218718,18.190096,17.37288,12.355355,12.20724,10.488263,8.489207,10.186833,8.931248,8.384762,1886.7057062552583,3828.068518860052,0.0899238704527863,0.21735886,0.24701159,0.25494888,0.31688103,0.35599682,0.28127202,0.34478194,0.25160345,0.25971127,0.22606917,0.20700933,0.32388493,21.251939504987064,1913.2319286636484,0.004042061,44.576237,0.17587894,0.059735484,0.34504822,0.0118986415,2.3375902,blues
[129.19921875],-109.195,100.62705,-8.620549,47.364216,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,46.979744,15.189344,19.571428,9.1129265,9.474176,9.614017,9.541743,6.400323,7.653522,10.657838,6.421553,7.937022,2155.6312958781195,5011.978026587896,0.0871653837316176,0.20985276,0.18328644,0.21603692,0.31334656,0.30833134,0.28539804,0.35589388,0.2669841,0.3230034,0.25128555,0.24488783,0.3380646,20.79564245545692,2372.2914028592495,0.006468629,22.616392,0.12724723,0.036236584,0.25110266,0.058031127,2.3459733,blues
[103.359375],-206.28116,126.62033,10.590663,43.215717,12.4949,19.41366,0.35196805,12.730944,-4.5792894,4.058012,-4.409213,3.663423,-1.4560472,82.48454,33.2831,27.636925,15.045787,15.180598,16.074598,11.680647,8.76175,8.6042385,7.7547827,9.720792,7.6913214,1239.6879986706622,2519.0431010243324,0.050907855432469,0.32210207,0.32947883,0.113373555,0.13473205,0.30871224,0.10746442,0.19364415,0.20430177,0.26251578,0.37526253,0.14665918,0.19868171,22.891542804206804,1659.9856287006826,0.0011159998,32.59659,0.14092092,0.07328608,0.39379036,0.011867951,7.228832,blues
[117.45383523],-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081097,-14.668317,18.534313,-9.643758,11.258853,-11.732052,11.539119,-6.4307194,47.663197,19.95649,15.696967,13.62401,12.552012,10.604641,14.412976,9.750142,11.157137,8.779918,8.707048,7.474833,1827.151309646471,3743.635696080447,0.0940387359713622,0.3015818,0.2512621,0.43711847,0.3097859,0.27894658,0.18993592,0.19391854,0.37305266,0.18415275,0.21841936,0.13281138,0.19585459,22.629794130766523,1898.455059388181,0.003935122,85.59738,0.24234188,0.08673091,0.4443939,0.051724784,3.0104954,blues
[143.5546875],-314.58218,139.91444,11.862516,30.102106,-7.5390353,14.907039,-2.680899,6.7015443,-6.3955092,2.8176138,-11.706482,2.0630279,-11.438629,72.682526,26.088717,22.968613,22.09232,16.273745,14.649308,13.201308,10.708955,11.547962,9.282434,11.82261,12.140294,1132.5184226709678,2066.245839027428,0.048313766810178,0.052426647,0.15937117,0.07365161,0.17464936,0.62287873,0.085279696,0.20636302,0.095806606,0.20295078,0.15704912,0.07362328,0.36412176,23.630066225315645,1582.7654875292726,0.00092743,4.507785,0.05132765,0.029231317,0.16313615,0.005246734,11.446126,blues
[123.046875],-29.400257,108.69148,-25.589895,38.440144,-18.353867,21.7857,-25.172714,22.406965,-17.606058,14.675623,-12.086358,5.462191,-7.7060304,37.50991,15.953454,16.37677,12.440252,14.275131,9.867496,9.999336,7.927822,9.162543,9.432766,7.841355,8.008778,2141.3320152712345,4627.63035068571,0.1051512916021671,0.25449294,0.3237116,0.31368262,0.2526263,0.29975334,0.16068508,0.24971448,0.26132414,0.30073217,0.37244633,0.22228943,0.26038298,22.5506129099572,2167.7740825305996,0.0064722556,86.39729,0.25125322,0.061178267,0.39031935,0.053752344,2.5674243,blues
[78.30255682],-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758066,-32.945824,8.104195,-17.81152,6.113285,-19.998335,6.7939243,-19.340662,34.363224,20.879114,16.482618,11.434186,14.125262,10.168196,11.49897,10.06319,8.302625,8.609018,6.5518837,8.016491,2370.9632922676196,5004.08640764077,0.1251409666457043,0.2135724,0.13081521,0.24791755,0.21276572,0.27042544,0.30355617,0.25181994,0.3908828,0.33063018,0.22878908,0.26452088,0.2573708,23.294373693099473,2209.514583707105,0.0040933527,18.793224,0.11654019,0.031051956,0.2052274,0.042528678,3.2929144,blues
[135.99917763],-98.69757,104.80118,-35.10867,60.695045,-2.8393273,22.231003,-7.8374567,19.030722,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,57.74339,18.436836,18.689377,16.873322,12.452478,11.219764,10.403761,10.220307,7.167099,10.253882,7.6049805,8.244773,2032.1200141615243,4023.509003724845,0.1131667382207817,0.27005693,0.28189602,0.32643262,0.25209758,0.27102885,0.29115298,0.33406743,0.4101376,0.25824967,0.24724554,0.21216232,0.1704969,21.231072540871544,1976.2784101797831,0.0047706896,37.707638,0.15775262,0.06557126,0.33267608,0.017969308,2.5191143,blues
[129.19921875],-107.18975,88.47058,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,37.677284,19.470879,18.012087,11.380266,10.343913,8.398808,9.457869,9.260255,7.4055104,11.172143,8.289798,7.239753,2390.771576604061,5403.758990875339,0.1022888750483746,0.18250395,0.20783477,0.25563782,0.40622836,0.24346642,0.24819067,0.22735293,0.3038953,0.31787616,0.28124052,0.35389054,0.19271442,21.788941046826455,2463.374815737767,0.0076119862,22.668398,0.12912002,0.029550284,0.22323658,0.066260904,2.8264606,blues
[172.265625],-110.284325,90.705605,-2.528311,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.9521317,-8.032604,35.878113,15.167055,15.0864725,10.682729,10.651399,8.131296,9.294344,7.0995426,6.857616,9.664527,6.412121,7.007523,2272.5176192636222,5108.277444278493,0.0976570058533281,0.20744962,0.27165228,0.22844005,0.30606982,0.25482035,0.28671065,0.2606027,0.31757313,0.4165043,0.2856112,0.28192264,0.21601348,21.29927391418052,2356.8453843678926,0.005746743,24.495472,0.13483502,0.027908027,0.22524568,0.077445164,1.85705,blues
[89.10290948],-58.0011,109.01412,-36.218388,64.04035,1.4301585,26.315119,-17.48268,20.431017,-9.54307,18.177134,-6.0571427,13.878271,-11.297563,41.790462,21.27297,17.445034,12.273864,13.40582,9.352259,12.2768545,7.7694035,7.6444077,7.9606586,7.8374734,7.9798007,2030.3725287964603,4062.692100123355,0.1033859961542182,0.22939086,0.27710104,0.3389921,0.28507003,0.36024484,0.24935347,0.28020495,0.28208604,0.27072498,0.37698284,0.19111006,0.14672348,20.88016669046904,1987.0908589175308,0.0058610747,56.713593,0.20081738,0.05973566,0.3789663,0.060735352,1.7589173,blues
[161.49902344],-113.19473,88.70587,-8.925186,49.482693,-34.573833,15.864126,-17.744791,14.71054,-11.202001,15.367768,-15.07657,8.747663,-18.63179,39.848755,17.779747,15.088199,11.827608,11.089028,8.274891,8.249305,7.6810136,7.097695,7.398869,8.2917795,7.8730865,2513.747081320468,5247.468269277283,0.1351461971507352,0.45281628,0.28044727,0.23652092,0.20901711,0.22406587,0.3976619,0.22085741,0.24134141,0.20780888,0.26652965,0.26018035,0.25422052,22.329996613959924,2345.239509313881,0.00936534,14.990817,0.103048086,0.031367052,0.18268587,0.033703785,2.7443073,blues
[135.99917763],-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877994,-8.908682,11.671263,-10.886021,31.202667,12.352111,13.476809,7.6400156,7.1369476,7.652821,7.420449,5.8139505,7.5810366,6.6288586,6.268255,6.4087915,2314.8192389666897,5036.269546367066,0.117950533934791,0.2849603,0.25690922,0.22799833,0.23592459,0.22808304,0.444263,0.30803275,0.20954746,0.2305372,0.24122924,0.3673074,0.26859584,21.183338711967636,2261.7026661590426,0.008804852,86.00033,0.25118035,0.05892491,0.40594175,0.103981346,2.1326609,blues
[117.45383523],-148.6477,145.73776,-9.363346,48.451443,10.543868,18.014605,-2.6345782,16.958082,-11.506823,8.731703,-8.173254,3.2235358,-0.67975885,64.46083,37.00065,15.679683,12.652112,14.846221,12.77534,12.2240715,8.754294,9.627561,12.553566,8.131362,10.160662,1236.606352338598,2604.350918512964,0.0446259584220201,0.3513959,0.39089262,0.2675202,0.13193354,0.21785106,0.14383699,0.24333422,0.24149238,0.23969346,0.2630503,0.1952701,0.26211613,21.966853320414568,1602.3014812209672,0.0018200033,54.57155,0.19820397,0.05434358,0.36790007,0.06103015,4.105903,blues
[151.99908088],-239.03807,108.6572,34.15189,30.23917,-0.47574344,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,56.806374,28.653454,16.713604,17.37024,15.392647,11.857561,16.936935,11.793535,10.839341,13.388098,11.275903,9.364659,1430.5981944868497,3246.7553673144835,0.0419698898268188,0.32804674,0.079850785,0.124202624,0.16485079,0.24607606,0.4463245,0.16800705,0.19844599,0.1366412,0.19867243,0.22012785,0.12928262,27.16162335947027,2075.6524158312604,0.00080516946,25.805065,0.13312429,0.047443505,0.28239334,0.03843693,9.636587,blues
[92.28515625],-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.90993816,1.9782512,-6.167008,-9.396024,-2.5628407,-4.522894,-0.26295033,53.045006,26.254774,30.45399,19.922174,13.483706,12.392956,10.015294,9.411504,7.8687525,9.273236,10.388402,7.683055,1391.4439037459135,2811.1413347462753,0.0723589728860294,0.33119297,0.19818597,0.2350992,0.13851562,0.3382209,0.20811446,0.15418723,0.05438522,0.091463365,0.10489983,0.22157736,0.5868275,23.0219245837487,1494.8508338204404,0.00045066353,14.673589,0.09572528,0.04683949,0.27600828,0.018333893,5.256854,blues
[83.35433468],-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.005786057,2.250966,4.2050996,-3.2933176,1.608298,78.72231,26.004622,38.027424,17.19745,14.505344,13.483986,11.017855,10.1540785,9.670384,10.304089,9.183078,9.884417,1198.7544985722172,2478.8266775408765,0.0519875919117647,0.23452485,0.18883859,0.18060774,0.14419949,0.16982387,0.22819382,0.122769855,0.103144735,0.10926772,0.22438186,0.4679043,0.54647845,21.957339782385755,1573.085113273225,0.00045706716,15.294427,0.076938555,0.07693016,0.56240535,0.01094937,6.013372,blues
[143.5546875],-288.8077,105.89604,18.777039,23.71039,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714257,-15.63591,-6.6506157,-11.713253,72.8932,28.811167,20.835323,18.487328,19.508598,12.826236,15.107901,11.214014,13.991225,11.506952,11.23659,9.026455,1309.6646971460598,2765.658276442773,0.0393931858310758,0.38015714,0.038621385,0.07349341,0.13699237,0.14966477,0.26457903,0.19078366,0.44265878,0.14354782,0.17101909,0.20914133,0.10003407,26.985884311924384,1883.0626115012456,0.0012313235,18.30516,0.101156905,0.062732466,0.31318465,0.0015190063,21.718842,blues
[103.359375],-274.31186,130.41371,-6.3927994,70.405014,13.269141,9.461284,7.7256403,-1.2474906,-0.5775883,-2.3025882,3.783147,0.08482318,-0.93943596,76.93624,22.375294,36.63964,17.646696,15.1845045,12.469622,11.023465,12.256719,9.70369,8.300184,8.762743,8.577574,1120.3909802285907,2325.127606938129,0.047297899937113,0.24490966,0.24532418,0.21657792,0.16075033,0.1746794,0.1477383,0.0531348,0.045759864,0.086596176,0.33507454,0.5147102,0.4705427,21.71705066459832,1447.8526250551818,0.00032283957,13.016138,0.08696161,0.05012074,0.30437914,0.0138515,4.654886,blues
[151.99908088],-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.015903,-17.607277,44.998665,27.640547,16.772326,16.167501,13.96435,12.688659,14.560503,11.72113,14.150613,10.150413,8.543368,7.771043,1378.9657764881297,3015.0567683642125,0.0393758012045278,0.2463439,0.058314316,0.116942674,0.2088213,0.26571056,0.4837637,0.23173027,0.4331908,0.18406805,0.07908108,0.1763069,0.09054186,26.843508342580435,2003.5852163311856,0.0006995825,41.478798,0.17003015,0.056516208,0.36087257,0.04688006,9.533216,blues
[83.35433468],-252.51877,104.93699,15.316828,42.673473,6.7626176,21.623575,-1.3132769,5.691933,-16.619516,12.161626,-1.96795,1.969765,-0.8889585,53.61874,24.581554,25.72705,12.750804,9.637907,10.824914,8.57424,10.023236,11.194995,11.117656,7.221668,8.042828,1537.56091926741,3495.462196751645,0.0561319357101393,0.20395415,0.23924123,0.22134976,0.1757709,0.2264106,0.3758971,0.31274247,0.24029666,0.25571543,0.18809131,0.29307196,0.2786959,21.71347422895002,2054.224165444145,0.0014817393,12.014803,0.07964064,0.054376032,0.4043266,0.014899182,6.589534,blues
[123.046875],-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.48285624,-3.801668,-14.974891,10.432587,-0.35396186,0.78834546,1.7829303,74.70635,23.166365,34.172825,17.647171,21.601053,9.574511,9.904786,12.6051855,8.792124,10.22606,11.592767,8.970575,1195.41339830856,2235.2114839819565,0.0588711481714396,0.26132306,0.310811,0.25900808,0.2502455,0.33095887,0.16919968,0.2057171,0.19619446,0.34278575,0.41261306,0.1847246,0.23862442,21.48130478408695,1480.9442638678338,0.00064221345,15.647637,0.09763429,0.050781094,0.3188255,0.017791739,3.5975924,blues
